date,county,state,fips,cases,deaths,newCases,newDeaths
2020-03-10,Oakland,Michigan,26125,1,0,1,0
2020-03-10,Wayne,Michigan,26163,1,0,1,0
2020-03-11,Oakland,Michigan,26125,1,0,0,0
2020-03-11,Wayne,Michigan,26163,1,0,0,0
2020-03-12,Ingham,Michigan,26065,1,0,1,0
2020-03-12,Kent,Michigan,26081,3,0,3,0
2020-03-12,Montcalm,Michigan,26117,1,0,1,0
2020-03-12,Oakland,Michigan,26125,3,0,2,0
2020-03-12,St. Clair,Michigan,26147,1,0,1,0
2020-03-12,Washtenaw,Michigan,26161,2,0,2,0
2020-03-12,Wayne,Michigan,26163,1,0,0,0
2020-03-13,Bay,Michigan,26017,1,0,1,0
2020-03-13,Charlevoix,Michigan,26029,1,0,1,0
2020-03-13,Ingham,Michigan,26065,1,0,0,0
2020-03-13,Kent,Michigan,26081,3,0,0,0
2020-03-13,Leelanau,Michigan,26089,1,0,1,0
2020-03-13,Macomb,Michigan,26099,1,0,1,0
2020-03-13,Montcalm,Michigan,26117,1,0,0,0
2020-03-13,Oakland,Michigan,26125,6,0,3,0
2020-03-13,St. Clair,Michigan,26147,1,0,0,0
2020-03-13,Washtenaw,Michigan,26161,3,0,1,0
2020-03-13,Wayne,Michigan,26163,6,0,5,0
2020-03-14,Bay,Michigan,26017,1,0,0,0
2020-03-14,Charlevoix,Michigan,26029,1,0,0,0
2020-03-14,Ingham,Michigan,26065,1,0,0,0
2020-03-14,Kent,Michigan,26081,3,0,0,0
2020-03-14,Leelanau,Michigan,26089,1,0,0,0
2020-03-14,Macomb,Michigan,26099,2,0,1,0
2020-03-14,Monroe,Michigan,26115,1,0,1,0
2020-03-14,Montcalm,Michigan,26117,1,0,0,0
2020-03-14,Oakland,Michigan,26125,9,0,3,0
2020-03-14,St. Clair,Michigan,26147,1,0,0,0
2020-03-14,Washtenaw,Michigan,26161,4,0,1,0
2020-03-14,Wayne,Michigan,26163,8,0,2,0
2020-03-15,Bay,Michigan,26017,1,0,0,0
2020-03-15,Charlevoix,Michigan,26029,1,0,0,0
2020-03-15,Ingham,Michigan,26065,1,0,0,0
2020-03-15,Kent,Michigan,26081,5,0,2,0
2020-03-15,Leelanau,Michigan,26089,1,0,0,0
2020-03-15,Macomb,Michigan,26099,5,0,3,0
2020-03-15,Monroe,Michigan,26115,1,0,0,0
2020-03-15,Montcalm,Michigan,26117,1,0,0,0
2020-03-15,Oakland,Michigan,26125,14,0,5,0
2020-03-15,Ottawa,Michigan,26139,1,0,1,0
2020-03-15,St. Clair,Michigan,26147,2,0,1,0
2020-03-15,Washtenaw,Michigan,26161,7,0,3,0
2020-03-15,Wayne,Michigan,26163,13,0,5,0
2020-03-16,Bay,Michigan,26017,1,0,0,0
2020-03-16,Charlevoix,Michigan,26029,1,0,0,0
2020-03-16,Ingham,Michigan,26065,1,0,0,0
2020-03-16,Kent,Michigan,26081,5,0,0,0
2020-03-16,Leelanau,Michigan,26089,1,0,0,0
2020-03-16,Macomb,Michigan,26099,6,0,1,0
2020-03-16,Monroe,Michigan,26115,1,0,0,0
2020-03-16,Montcalm,Michigan,26117,1,0,0,0
2020-03-16,Oakland,Michigan,26125,14,0,0,0
2020-03-16,Ottawa,Michigan,26139,1,0,0,0
2020-03-16,St. Clair,Michigan,26147,2,0,0,0
2020-03-16,Washtenaw,Michigan,26161,7,0,0,0
2020-03-16,Wayne,Michigan,26163,13,0,0,0
2020-03-17,Bay,Michigan,26017,1,0,0,0
2020-03-17,Charlevoix,Michigan,26029,1,0,0,0
2020-03-17,Ingham,Michigan,26065,2,0,1,0
2020-03-17,Jackson,Michigan,26075,1,0,1,0
2020-03-17,Kent,Michigan,26081,5,0,0,0
2020-03-17,Leelanau,Michigan,26089,1,0,0,0
2020-03-17,Macomb,Michigan,26099,8,0,2,0
2020-03-17,Monroe,Michigan,26115,1,0,0,0
2020-03-17,Montcalm,Michigan,26117,1,0,0,0
2020-03-17,Oakland,Michigan,26125,16,0,2,0
2020-03-17,Otsego,Michigan,26137,1,0,1,0
2020-03-17,Ottawa,Michigan,26139,1,0,0,0
2020-03-17,St. Clair,Michigan,26147,2,0,0,0
2020-03-17,Washtenaw,Michigan,26161,7,0,0,0
2020-03-17,Wayne,Michigan,26163,17,0,4,0
2020-03-18,Bay,Michigan,26017,1,0,0,0
2020-03-18,Charlevoix,Michigan,26029,1,0,0,0
2020-03-18,Ingham,Michigan,26065,2,0,0,0
2020-03-18,Jackson,Michigan,26075,1,0,0,0
2020-03-18,Kent,Michigan,26081,5,0,0,0
2020-03-18,Leelanau,Michigan,26089,1,0,0,0
2020-03-18,Macomb,Michigan,26099,10,0,2,0
2020-03-18,Monroe,Michigan,26115,1,0,0,0
2020-03-18,Montcalm,Michigan,26117,1,0,0,0
2020-03-18,Oakland,Michigan,26125,23,0,7,0
2020-03-18,Otsego,Michigan,26137,1,0,0,0
2020-03-18,Ottawa,Michigan,26139,1,0,0,0
2020-03-18,St. Clair,Michigan,26147,2,0,0,0
2020-03-18,Washtenaw,Michigan,26161,7,0,0,0
2020-03-18,Wayne,Michigan,26163,23,1,6,1
2020-03-19,Bay,Michigan,26017,1,0,0,0
2020-03-19,Charlevoix,Michigan,26029,1,0,0,0
2020-03-19,Clinton,Michigan,26037,1,0,1,0
2020-03-19,Eaton,Michigan,26045,2,0,2,0
2020-03-19,Genesee,Michigan,26049,1,0,1,0
2020-03-19,Ingham,Michigan,26065,7,0,5,0
2020-03-19,Jackson,Michigan,26075,1,0,0,0
2020-03-19,Kent,Michigan,26081,12,0,7,0
2020-03-19,Leelanau,Michigan,26089,1,0,0,0
2020-03-19,Livingston,Michigan,26093,3,0,3,0
2020-03-19,Macomb,Michigan,26099,55,0,45,0
2020-03-19,Midland,Michigan,26111,1,0,1,0
2020-03-19,Monroe,Michigan,26115,3,0,2,0
2020-03-19,Montcalm,Michigan,26117,1,0,0,0
2020-03-19,Oakland,Michigan,26125,105,0,82,0
2020-03-19,Otsego,Michigan,26137,1,0,0,0
2020-03-19,Ottawa,Michigan,26139,1,0,0,0
2020-03-19,St. Clair,Michigan,26147,4,0,2,0
2020-03-19,Washtenaw,Michigan,26161,14,0,7,0
2020-03-19,Wayne,Michigan,26163,119,3,96,2
2020-03-20,Bay,Michigan,26017,1,0,0,0
2020-03-20,Charlevoix,Michigan,26029,1,0,0,0
2020-03-20,Clinton,Michigan,26037,1,0,0,0
2020-03-20,Eaton,Michigan,26045,2,0,0,0
2020-03-20,Genesee,Michigan,26049,1,0,0,0
2020-03-20,Ingham,Michigan,26065,7,0,0,0
2020-03-20,Jackson,Michigan,26075,1,0,0,0
2020-03-20,Kent,Michigan,26081,12,0,0,0
2020-03-20,Leelanau,Michigan,26089,1,0,0,0
2020-03-20,Livingston,Michigan,26093,3,0,0,0
2020-03-20,Macomb,Michigan,26099,86,0,31,0
2020-03-20,Midland,Michigan,26111,3,0,2,0
2020-03-20,Monroe,Michigan,26115,3,0,0,0
2020-03-20,Montcalm,Michigan,26117,1,0,0,0
2020-03-20,Oakland,Michigan,26125,184,1,79,1
2020-03-20,Otsego,Michigan,26137,1,0,0,0
2020-03-20,Ottawa,Michigan,26139,1,0,0,0
2020-03-20,St. Clair,Michigan,26147,7,0,3,0
2020-03-20,Washtenaw,Michigan,26161,16,0,2,0
2020-03-20,Wayne,Michigan,26163,216,3,97,0
2020-03-21,Allegan,Michigan,26005,1,0,1,0
2020-03-21,Barry,Michigan,26015,1,0,1,0
2020-03-21,Bay,Michigan,26017,1,0,0,0
2020-03-21,Berrien,Michigan,26021,2,0,2,0
2020-03-21,Calhoun,Michigan,26025,1,0,1,0
2020-03-21,Charlevoix,Michigan,26029,1,0,0,0
2020-03-21,Clare,Michigan,26035,1,0,1,0
2020-03-21,Clinton,Michigan,26037,2,0,1,0
2020-03-21,Eaton,Michigan,26045,2,0,0,0
2020-03-21,Genesee,Michigan,26049,7,0,6,0
2020-03-21,Ingham,Michigan,26065,11,0,4,0
2020-03-21,Jackson,Michigan,26075,1,0,0,0
2020-03-21,Kent,Michigan,26081,21,1,9,1
2020-03-21,Leelanau,Michigan,26089,1,0,0,0
2020-03-21,Livingston,Michigan,26093,6,0,3,0
2020-03-21,Macomb,Michigan,26099,101,0,15,0
2020-03-21,Midland,Michigan,26111,3,0,0,0
2020-03-21,Monroe,Michigan,26115,3,0,0,0
2020-03-21,Montcalm,Michigan,26117,1,0,0,0
2020-03-21,Oakland,Michigan,26125,229,1,45,0
2020-03-21,Otsego,Michigan,26137,1,0,0,0
2020-03-21,Ottawa,Michigan,26139,2,0,1,0
2020-03-21,Saginaw,Michigan,26145,1,0,1,0
2020-03-21,St. Clair,Michigan,26147,7,0,0,0
2020-03-21,Tuscola,Michigan,26157,1,0,1,0
2020-03-21,Washtenaw,Michigan,26161,29,0,13,0
2020-03-21,Wayne,Michigan,26163,349,4,133,1
2020-03-21,Wexford,Michigan,26165,1,0,1,0
2020-03-22,Allegan,Michigan,26005,1,0,0,0
2020-03-22,Barry,Michigan,26015,1,0,0,0
2020-03-22,Bay,Michigan,26017,1,0,0,0
2020-03-22,Berrien,Michigan,26021,3,0,1,0
2020-03-22,Calhoun,Michigan,26025,2,0,1,0
2020-03-22,Charlevoix,Michigan,26029,2,0,1,0
2020-03-22,Clare,Michigan,26035,1,0,0,0
2020-03-22,Clinton,Michigan,26037,2,0,0,0
2020-03-22,Eaton,Michigan,26045,2,0,0,0
2020-03-22,Emmet,Michigan,26047,1,0,1,0
2020-03-22,Genesee,Michigan,26049,14,0,7,0
2020-03-22,Gladwin,Michigan,26051,1,0,1,0
2020-03-22,Grand Traverse,Michigan,26055,1,0,1,0
2020-03-22,Ingham,Michigan,26065,11,0,0,0
2020-03-22,Jackson,Michigan,26075,1,0,0,0
2020-03-22,Kent,Michigan,26081,21,1,0,0
2020-03-22,Leelanau,Michigan,26089,1,0,0,0
2020-03-22,Livingston,Michigan,26093,8,0,2,0
2020-03-22,Macomb,Michigan,26099,140,1,39,1
2020-03-22,Midland,Michigan,26111,5,0,2,0
2020-03-22,Monroe,Michigan,26115,6,0,3,0
2020-03-22,Montcalm,Michigan,26117,1,0,0,0
2020-03-22,Oakland,Michigan,26125,277,1,48,0
2020-03-22,Otsego,Michigan,26137,1,0,0,0
2020-03-22,Ottawa,Michigan,26139,6,0,4,0
2020-03-22,Roscommon,Michigan,26143,1,0,1,0
2020-03-22,Saginaw,Michigan,26145,2,0,1,0
2020-03-22,St. Clair,Michigan,26147,7,0,0,0
2020-03-22,Tuscola,Michigan,26157,1,0,0,0
2020-03-22,Washtenaw,Michigan,26161,34,1,5,1
2020-03-22,Wayne,Michigan,26163,477,5,128,1
2020-03-22,Wexford,Michigan,26165,1,0,0,0
2020-03-23,Allegan,Michigan,26005,1,0,0,0
2020-03-23,Barry,Michigan,26015,1,0,0,0
2020-03-23,Bay,Michigan,26017,1,0,0,0
2020-03-23,Berrien,Michigan,26021,5,0,2,0
2020-03-23,Calhoun,Michigan,26025,3,0,1,0
2020-03-23,Charlevoix,Michigan,26029,2,0,0,0
2020-03-23,Chippewa,Michigan,26033,1,0,1,0
2020-03-23,Clare,Michigan,26035,1,0,0,0
2020-03-23,Clinton,Michigan,26037,2,0,0,0
2020-03-23,Eaton,Michigan,26045,2,0,0,0
2020-03-23,Emmet,Michigan,26047,1,0,0,0
2020-03-23,Genesee,Michigan,26049,23,0,9,0
2020-03-23,Gladwin,Michigan,26051,1,0,0,0
2020-03-23,Grand Traverse,Michigan,26055,1,0,0,0
2020-03-23,Ingham,Michigan,26065,12,0,1,0
2020-03-23,Jackson,Michigan,26075,1,0,0,0
2020-03-23,Kalamazoo,Michigan,26077,3,0,3,0
2020-03-23,Kent,Michigan,26081,28,1,7,0
2020-03-23,Leelanau,Michigan,26089,1,0,0,0
2020-03-23,Livingston,Michigan,26093,9,0,1,0
2020-03-23,Macomb,Michigan,26099,175,2,35,1
2020-03-23,Midland,Michigan,26111,5,0,0,0
2020-03-23,Monroe,Michigan,26115,7,0,1,0
2020-03-23,Montcalm,Michigan,26117,1,0,0,0
2020-03-23,Muskegon,Michigan,26121,1,0,1,0
2020-03-23,Newaygo,Michigan,26123,1,0,1,0
2020-03-23,Oakland,Michigan,26125,329,4,52,3
2020-03-23,Otsego,Michigan,26137,3,0,2,0
2020-03-23,Ottawa,Michigan,26139,11,0,5,0
2020-03-23,Roscommon,Michigan,26143,1,0,0,0
2020-03-23,Saginaw,Michigan,26145,2,0,0,0
2020-03-23,St. Clair,Michigan,26147,7,0,0,0
2020-03-23,Tuscola,Michigan,26157,1,0,0,0
2020-03-23,Washtenaw,Michigan,26161,42,1,8,0
2020-03-23,Wayne,Michigan,26163,638,8,161,3
2020-03-23,Wexford,Michigan,26165,1,0,0,0
2020-03-24,Allegan,Michigan,26005,1,0,0,0
2020-03-24,Barry,Michigan,26015,1,0,0,0
2020-03-24,Bay,Michigan,26017,2,0,1,0
2020-03-24,Berrien,Michigan,26021,8,0,3,0
2020-03-24,Calhoun,Michigan,26025,4,0,1,0
2020-03-24,Charlevoix,Michigan,26029,3,0,1,0
2020-03-24,Chippewa,Michigan,26033,1,0,0,0
2020-03-24,Clare,Michigan,26035,1,0,0,0
2020-03-24,Clinton,Michigan,26037,5,0,3,0
2020-03-24,Eaton,Michigan,26045,3,0,1,0
2020-03-24,Emmet,Michigan,26047,2,0,1,0
2020-03-24,Genesee,Michigan,26049,34,0,11,0
2020-03-24,Gladwin,Michigan,26051,2,0,1,0
2020-03-24,Grand Traverse,Michigan,26055,3,0,2,0
2020-03-24,Hillsdale,Michigan,26059,1,0,1,0
2020-03-24,Ingham,Michigan,26065,15,0,3,0
2020-03-24,Isabella,Michigan,26073,2,0,2,0
2020-03-24,Jackson,Michigan,26075,6,0,5,0
2020-03-24,Kalamazoo,Michigan,26077,3,0,0,0
2020-03-24,Kalkaska,Michigan,26079,1,0,1,0
2020-03-24,Kent,Michigan,26081,31,1,3,0
2020-03-24,Lapeer,Michigan,26087,1,0,1,0
2020-03-24,Leelanau,Michigan,26089,1,0,0,0
2020-03-24,Livingston,Michigan,26093,13,0,4,0
2020-03-24,Macomb,Michigan,26099,225,3,50,1
2020-03-24,Manistee,Michigan,26101,1,0,1,0
2020-03-24,Midland,Michigan,26111,5,0,0,0
2020-03-24,Monroe,Michigan,26115,12,0,5,0
2020-03-24,Montcalm,Michigan,26117,1,0,0,0
2020-03-24,Muskegon,Michigan,26121,3,0,2,0
2020-03-24,Newaygo,Michigan,26123,2,0,1,0
2020-03-24,Oakland,Michigan,26125,428,4,99,0
2020-03-24,Otsego,Michigan,26137,5,0,2,0
2020-03-24,Ottawa,Michigan,26139,15,0,4,0
2020-03-24,Roscommon,Michigan,26143,1,0,0,0
2020-03-24,Saginaw,Michigan,26145,8,0,6,0
2020-03-24,St. Clair,Michigan,26147,8,0,1,0
2020-03-24,Tuscola,Michigan,26157,1,0,0,0
2020-03-24,Unknown,Michigan,,8,0,8,0
2020-03-24,Washtenaw,Michigan,26161,50,3,8,2
2020-03-24,Wayne,Michigan,26163,873,13,235,5
2020-03-24,Wexford,Michigan,26165,1,0,0,0
2020-03-25,Allegan,Michigan,26005,1,0,0,0
2020-03-25,Barry,Michigan,26015,1,0,0,0
2020-03-25,Bay,Michigan,26017,3,0,1,0
2020-03-25,Berrien,Michigan,26021,10,0,2,0
2020-03-25,Calhoun,Michigan,26025,6,0,2,0
2020-03-25,Charlevoix,Michigan,26029,4,0,1,0
2020-03-25,Chippewa,Michigan,26033,1,0,0,0
2020-03-25,Clare,Michigan,26035,1,0,0,0
2020-03-25,Clinton,Michigan,26037,6,0,1,0
2020-03-25,Eaton,Michigan,26045,3,0,0,0
2020-03-25,Emmet,Michigan,26047,2,0,0,0
2020-03-25,Genesee,Michigan,26049,46,0,12,0
2020-03-25,Gladwin,Michigan,26051,2,0,0,0
2020-03-25,Grand Traverse,Michigan,26055,3,0,0,0
2020-03-25,Hillsdale,Michigan,26059,2,0,1,0
2020-03-25,Ingham,Michigan,26065,18,0,3,0
2020-03-25,Iosco,Michigan,26069,1,0,1,0
2020-03-25,Isabella,Michigan,26073,2,0,0,0
2020-03-25,Jackson,Michigan,26075,12,0,6,0
2020-03-25,Kalamazoo,Michigan,26077,5,0,2,0
2020-03-25,Kalkaska,Michigan,26079,2,0,1,0
2020-03-25,Kent,Michigan,26081,36,1,5,0
2020-03-25,Lapeer,Michigan,26087,1,0,0,0
2020-03-25,Leelanau,Michigan,26089,1,0,0,0
2020-03-25,Lenawee,Michigan,26091,1,0,1,0
2020-03-25,Livingston,Michigan,26093,16,1,3,1
2020-03-25,Macomb,Michigan,26099,281,7,56,4
2020-03-25,Manistee,Michigan,26101,1,0,0,0
2020-03-25,Marquette,Michigan,26103,1,0,1,0
2020-03-25,Midland,Michigan,26111,6,0,1,0
2020-03-25,Monroe,Michigan,26115,18,0,6,0
2020-03-25,Montcalm,Michigan,26117,2,0,1,0
2020-03-25,Muskegon,Michigan,26121,3,0,0,0
2020-03-25,Newaygo,Michigan,26123,2,0,0,0
2020-03-25,Oakland,Michigan,26125,543,10,115,6
2020-03-25,Otsego,Michigan,26137,6,0,1,0
2020-03-25,Ottawa,Michigan,26139,16,0,1,0
2020-03-25,Roscommon,Michigan,26143,1,0,0,0
2020-03-25,Saginaw,Michigan,26145,9,0,1,0
2020-03-25,Sanilac,Michigan,26151,1,0,1,0
2020-03-25,St. Clair,Michigan,26147,10,0,2,0
2020-03-25,Tuscola,Michigan,26157,2,0,1,0
2020-03-25,Unknown,Michigan,,8,0,0,0
2020-03-25,Van Buren,Michigan,26159,2,0,2,0
2020-03-25,Washtenaw,Michigan,26161,72,3,22,0
2020-03-25,Wayne,Michigan,26163,1122,21,249,8
2020-03-25,Wexford,Michigan,26165,1,0,0,0
2020-03-26,Allegan,Michigan,26005,1,0,0,0
2020-03-26,Barry,Michigan,26015,1,0,0,0
2020-03-26,Bay,Michigan,26017,4,0,1,0
2020-03-26,Berrien,Michigan,26021,11,0,1,0
2020-03-26,Calhoun,Michigan,26025,7,0,1,0
2020-03-26,Charlevoix,Michigan,26029,4,0,0,0
2020-03-26,Chippewa,Michigan,26033,1,0,0,0
2020-03-26,Clare,Michigan,26035,1,0,0,0
2020-03-26,Clinton,Michigan,26037,7,0,1,0
2020-03-26,Eaton,Michigan,26045,4,0,1,0
2020-03-26,Emmet,Michigan,26047,2,0,0,0
2020-03-26,Genesee,Michigan,26049,63,1,17,1
2020-03-26,Gladwin,Michigan,26051,2,0,0,0
2020-03-26,Gogebic,Michigan,26053,1,1,1,1
2020-03-26,Grand Traverse,Michigan,26055,3,0,0,0
2020-03-26,Hillsdale,Michigan,26059,5,0,3,0
2020-03-26,Ingham,Michigan,26065,22,0,4,0
2020-03-26,Ionia,Michigan,26067,2,0,2,0
2020-03-26,Iosco,Michigan,26069,1,0,0,0
2020-03-26,Isabella,Michigan,26073,3,0,1,0
2020-03-26,Jackson,Michigan,26075,17,0,5,0
2020-03-26,Kalamazoo,Michigan,26077,10,0,5,0
2020-03-26,Kalkaska,Michigan,26079,2,0,0,0
2020-03-26,Kent,Michigan,26081,41,1,5,0
2020-03-26,Lapeer,Michigan,26087,3,0,2,0
2020-03-26,Leelanau,Michigan,26089,1,0,0,0
2020-03-26,Lenawee,Michigan,26091,5,0,4,0
2020-03-26,Livingston,Michigan,26093,21,1,5,0
2020-03-26,Macomb,Michigan,26099,347,11,66,4
2020-03-26,Manistee,Michigan,26101,1,0,0,0
2020-03-26,Marquette,Michigan,26103,1,0,0,0
2020-03-26,Mecosta,Michigan,26107,1,1,1,1
2020-03-26,Midland,Michigan,26111,6,0,0,0
2020-03-26,Missaukee,Michigan,26113,1,0,1,0
2020-03-26,Monroe,Michigan,26115,21,0,3,0
2020-03-26,Montcalm,Michigan,26117,3,0,1,0
2020-03-26,Muskegon,Michigan,26121,3,0,0,0
2020-03-26,Newaygo,Michigan,26123,1,0,-1,0
2020-03-26,Oakland,Michigan,26125,695,17,152,7
2020-03-26,Oceana,Michigan,26127,1,0,1,0
2020-03-26,Ogemaw,Michigan,26129,1,0,1,0
2020-03-26,Otsego,Michigan,26137,7,0,1,0
2020-03-26,Ottawa,Michigan,26139,18,0,2,0
2020-03-26,Roscommon,Michigan,26143,1,0,0,0
2020-03-26,Saginaw,Michigan,26145,10,0,1,0
2020-03-26,Sanilac,Michigan,26151,1,0,0,0
2020-03-26,Shiawassee,Michigan,26155,1,0,1,0
2020-03-26,St. Clair,Michigan,26147,13,0,3,0
2020-03-26,Tuscola,Michigan,26157,2,1,0,1
2020-03-26,Unknown,Michigan,,13,0,5,0
2020-03-26,Van Buren,Michigan,26159,2,0,0,0
2020-03-26,Washtenaw,Michigan,26161,92,3,20,0
2020-03-26,Wayne,Michigan,26163,1389,26,267,5
2020-03-26,Wexford,Michigan,26165,1,0,0,0
2020-03-27,Allegan,Michigan,26005,1,0,0,0
2020-03-27,Barry,Michigan,26015,1,0,0,0
2020-03-27,Bay,Michigan,26017,4,0,0,0
2020-03-27,Berrien,Michigan,26021,18,0,7,0
2020-03-27,Calhoun,Michigan,26025,9,0,2,0
2020-03-27,Cass,Michigan,26027,1,0,1,0
2020-03-27,Charlevoix,Michigan,26029,4,0,0,0
2020-03-27,Chippewa,Michigan,26033,1,0,0,0
2020-03-27,Clare,Michigan,26035,1,0,0,0
2020-03-27,Clinton,Michigan,26037,8,0,1,0
2020-03-27,Crawford,Michigan,26039,1,0,1,0
2020-03-27,Eaton,Michigan,26045,8,0,4,0
2020-03-27,Emmet,Michigan,26047,3,0,1,0
2020-03-27,Genesee,Michigan,26049,91,4,28,3
2020-03-27,Gladwin,Michigan,26051,2,0,0,0
2020-03-27,Gogebic,Michigan,26053,1,1,0,0
2020-03-27,Grand Traverse,Michigan,26055,3,0,0,0
2020-03-27,Gratiot,Michigan,26057,1,0,1,0
2020-03-27,Hillsdale,Michigan,26059,6,0,1,0
2020-03-27,Huron,Michigan,26063,1,0,1,0
2020-03-27,Ingham,Michigan,26065,26,1,4,1
2020-03-27,Ionia,Michigan,26067,2,0,0,0
2020-03-27,Iosco,Michigan,26069,1,0,0,0
2020-03-27,Isabella,Michigan,26073,4,0,1,0
2020-03-27,Jackson,Michigan,26075,17,0,0,0
2020-03-27,Kalamazoo,Michigan,26077,11,0,1,0
2020-03-27,Kalkaska,Michigan,26079,4,0,2,0
2020-03-27,Kent,Michigan,26081,45,1,4,0
2020-03-27,Lapeer,Michigan,26087,4,0,1,0
2020-03-27,Leelanau,Michigan,26089,1,0,0,0
2020-03-27,Lenawee,Michigan,26091,8,0,3,0
2020-03-27,Livingston,Michigan,26093,31,1,10,0
2020-03-27,Macomb,Michigan,26099,404,14,57,3
2020-03-27,Manistee,Michigan,26101,1,0,0,0
2020-03-27,Marquette,Michigan,26103,1,0,0,0
2020-03-27,Mecosta,Michigan,26107,1,1,0,0
2020-03-27,Midland,Michigan,26111,8,0,2,0
2020-03-27,Missaukee,Michigan,26113,1,1,0,1
2020-03-27,Monroe,Michigan,26115,28,0,7,0
2020-03-27,Montcalm,Michigan,26117,3,0,0,0
2020-03-27,Muskegon,Michigan,26121,6,2,3,2
2020-03-27,Newaygo,Michigan,26123,1,0,0,0
2020-03-27,Oakland,Michigan,26125,824,26,129,9
2020-03-27,Oceana,Michigan,26127,1,0,0,0
2020-03-27,Ogemaw,Michigan,26129,1,0,0,0
2020-03-27,Otsego,Michigan,26137,7,0,0,0
2020-03-27,Ottawa,Michigan,26139,21,0,3,0
2020-03-27,Roscommon,Michigan,26143,1,0,0,0
2020-03-27,Saginaw,Michigan,26145,14,0,4,0
2020-03-27,Sanilac,Michigan,26151,2,0,1,0
2020-03-27,Shiawassee,Michigan,26155,2,0,1,0
2020-03-27,St. Clair,Michigan,26147,15,0,2,0
2020-03-27,Tuscola,Michigan,26157,2,1,0,0
2020-03-27,Unknown,Michigan,,28,0,15,0
2020-03-27,Van Buren,Michigan,26159,3,0,1,0
2020-03-27,Washtenaw,Michigan,26161,150,3,58,0
2020-03-27,Wayne,Michigan,26163,1810,37,421,11
2020-03-27,Wexford,Michigan,26165,1,0,0,0
2020-03-28,Allegan,Michigan,26005,2,0,1,0
2020-03-28,Barry,Michigan,26015,1,0,0,0
2020-03-28,Bay,Michigan,26017,4,0,0,0
2020-03-28,Berrien,Michigan,26021,22,0,4,0
2020-03-28,Calhoun,Michigan,26025,11,0,2,0
2020-03-28,Cass,Michigan,26027,2,0,1,0
2020-03-28,Charlevoix,Michigan,26029,4,0,0,0
2020-03-28,Chippewa,Michigan,26033,1,0,0,0
2020-03-28,Clare,Michigan,26035,1,0,0,0
2020-03-28,Clinton,Michigan,26037,13,0,5,0
2020-03-28,Crawford,Michigan,26039,1,0,0,0
2020-03-28,Eaton,Michigan,26045,8,0,0,0
2020-03-28,Emmet,Michigan,26047,4,0,1,0
2020-03-28,Genesee,Michigan,26049,110,5,19,1
2020-03-28,Gladwin,Michigan,26051,2,0,0,0
2020-03-28,Gogebic,Michigan,26053,1,1,0,0
2020-03-28,Grand Traverse,Michigan,26055,5,0,2,0
2020-03-28,Gratiot,Michigan,26057,2,0,1,0
2020-03-28,Hillsdale,Michigan,26059,7,0,1,0
2020-03-28,Huron,Michigan,26063,1,0,0,0
2020-03-28,Ingham,Michigan,26065,32,1,6,0
2020-03-28,Ionia,Michigan,26067,2,0,0,0
2020-03-28,Iosco,Michigan,26069,1,0,0,0
2020-03-28,Isabella,Michigan,26073,4,0,0,0
2020-03-28,Jackson,Michigan,26075,20,0,3,0
2020-03-28,Kalamazoo,Michigan,26077,15,0,4,0
2020-03-28,Kalkaska,Michigan,26079,4,0,0,0
2020-03-28,Kent,Michigan,26081,53,1,8,0
2020-03-28,Lapeer,Michigan,26087,4,0,0,0
2020-03-28,Leelanau,Michigan,26089,1,0,0,0
2020-03-28,Lenawee,Michigan,26091,11,0,3,0
2020-03-28,Livingston,Michigan,26093,41,2,10,1
2020-03-28,Macomb,Michigan,26099,534,17,130,3
2020-03-28,Manistee,Michigan,26101,1,0,0,0
2020-03-28,Marquette,Michigan,26103,1,0,0,0
2020-03-28,Mecosta,Michigan,26107,1,1,0,0
2020-03-28,Midland,Michigan,26111,8,0,0,0
2020-03-28,Missaukee,Michigan,26113,1,1,0,0
2020-03-28,Monroe,Michigan,26115,34,0,6,0
2020-03-28,Montcalm,Michigan,26117,3,0,0,0
2020-03-28,Muskegon,Michigan,26121,7,2,1,0
2020-03-28,Newaygo,Michigan,26123,1,0,0,0
2020-03-28,Oakland,Michigan,26125,1018,31,194,5
2020-03-28,Oceana,Michigan,26127,1,0,0,0
2020-03-28,Ogemaw,Michigan,26129,1,0,0,0
2020-03-28,Osceola,Michigan,26133,1,0,1,0
2020-03-28,Otsego,Michigan,26137,14,0,7,0
2020-03-28,Ottawa,Michigan,26139,23,0,2,0
2020-03-28,Roscommon,Michigan,26143,1,0,0,0
2020-03-28,Saginaw,Michigan,26145,19,0,5,0
2020-03-28,Sanilac,Michigan,26151,2,0,0,0
2020-03-28,Shiawassee,Michigan,26155,2,0,0,0
2020-03-28,St. Clair,Michigan,26147,16,0,1,0
2020-03-28,Tuscola,Michigan,26157,4,1,2,0
2020-03-28,Unknown,Michigan,,45,0,17,0
2020-03-28,Van Buren,Michigan,26159,4,0,1,0
2020-03-28,Washtenaw,Michigan,26161,185,3,35,0
2020-03-28,Wayne,Michigan,26163,2316,46,506,9
2020-03-28,Wexford,Michigan,26165,1,0,0,0
2020-03-29,Allegan,Michigan,26005,2,0,0,0
2020-03-29,Barry,Michigan,26015,1,0,0,0
2020-03-29,Bay,Michigan,26017,5,0,1,0
2020-03-29,Berrien,Michigan,26021,29,0,7,0
2020-03-29,Calhoun,Michigan,26025,15,0,4,0
